model,seed,hidden_dim,layers,dropout,lr,num_params,train_epochs,train_time_sec,val_inference_time_sec,test_inference_time_sec,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc
GIN,1,32,2,0.0,0.001,3490,50,0.753350019454956,0.0023679733276367188,0.002808809280395508,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.875,0.95,0.9583333333333333,0.9444444444444444,0.948849104859335,0.9797979797979798
GIN,1,32,2,0.0,0.005,3490,50,0.7712130546569824,0.002508878707885742,0.0019173622131347656,0.6666666666666666,0.8125,0.625,0.5846153846153846,0.9,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9898989898989898
GIN,1,32,2,0.2,0.001,3490,50,1.326371192932129,0.0020279884338378906,0.0021021366119384766,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.875,0.9,0.9230769230769231,0.8888888888888888,0.8958333333333333,0.9797979797979798
GIN,1,32,2,0.2,0.005,3490,50,0.8610329627990723,0.0015180110931396484,0.0016109943389892578,0.6666666666666666,0.8125,0.625,0.5846153846153846,0.9375,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,1.0
GIN,1,32,2,0.75,0.001,3490,50,0.8126027584075928,0.0014929771423339844,0.0015819072723388672,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.85,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9595959595959596
GIN,1,32,2,0.75,0.005,3490,50,0.8806047439575195,0.0014920234680175781,0.0017161369323730469,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.8875,0.95,0.9583333333333333,0.9444444444444444,0.948849104859335,0.9898989898989898
GIN,1,32,3,0.0,0.001,5602,50,1.1410329341888428,0.0018680095672607422,0.0021309852600097656,0.7777777777777778,0.8571428571428572,0.75,0.75,0.9125,0.95,0.9583333333333333,0.9444444444444444,0.948849104859335,0.9898989898989898
GIN,1,32,3,0.0,0.005,5602,50,0.9810378551483154,0.001934051513671875,0.0025870800018310547,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.9,0.85,0.8928571428571428,0.8333333333333333,0.8400000000000001,0.9898989898989898
GIN,1,32,3,0.2,0.001,5602,50,1.1379530429840088,0.0019168853759765625,0.002185821533203125,0.7777777777777778,0.7916666666666667,0.7625,0.7662337662337663,0.9125,0.95,0.9583333333333333,0.9444444444444444,0.948849104859335,0.9898989898989898
GIN,1,32,3,0.2,0.005,5602,50,1.029541254043579,0.0016970634460449219,0.001814126968383789,0.6111111111111112,0.7941176470588236,0.5625,0.48148148148148145,0.8625,0.7,0.8235294117647058,0.6666666666666666,0.6428571428571428,0.9797979797979798
GIN,1,32,3,0.75,0.001,5602,50,1.0082342624664307,0.001764059066772461,0.0018210411071777344,0.8333333333333334,0.8846153846153846,0.8125,0.8193979933110368,0.9125,0.95,0.9583333333333333,0.9444444444444444,0.948849104859335,0.9898989898989898
GIN,1,32,3,0.75,0.005,5602,50,0.978193998336792,0.0015892982482910156,0.0018339157104492188,0.7222222222222222,0.7207792207792207,0.7125,0.7142857142857142,0.8875,0.95,0.9583333333333333,0.9444444444444444,0.948849104859335,0.9898989898989898
GIN,1,32,4,0.0,0.001,7714,50,1.0313222408294678,0.0018391609191894531,0.0019707679748535156,0.8333333333333334,0.8376623376623377,0.825,0.8285714285714285,0.9125,0.95,0.9583333333333333,0.9444444444444444,0.948849104859335,0.9898989898989898
GIN,1,32,4,0.0,0.005,7714,50,1.0609030723571777,0.0017850399017333984,0.0019550323486328125,0.7777777777777778,0.8571428571428572,0.75,0.75,0.9125,0.9,0.9230769230769231,0.8888888888888888,0.8958333333333333,0.9898989898989898
GIN,1,32,4,0.2,0.001,7714,50,1.1576898097991943,0.0017940998077392578,0.0019919872283935547,0.8333333333333334,0.8376623376623377,0.825,0.8285714285714285,0.9125000000000001,0.95,0.9583333333333333,0.9444444444444444,0.948849104859335,0.9898989898989898
GIN,1,32,4,0.2,0.005,7714,50,1.1562128067016602,0.0017778873443603516,0.00196075439453125,0.7777777777777778,0.8571428571428572,0.75,0.75,0.9375,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,1.0
GIN,1,32,4,0.75,0.001,7714,50,1.1950199604034424,0.0017619132995605469,0.0019299983978271484,0.7777777777777778,0.775,0.775,0.775,0.9,0.95,0.9583333333333333,0.9444444444444444,0.948849104859335,0.9898989898989898
