model,seed,hidden_dim,layers,dropout,lr,num_params,train_epochs,train_time_sec,val_inference_time_sec,test_inference_time_sec,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc
GCN,1,32,2,0.0,0.001,1378,50,1.0892469882965088,0.0027723312377929688,0.0033349990844726562,0.6666666666666666,0.8125,0.625,0.5846153846153846,0.7250000000000001,0.65,0.8055555555555556,0.6111111111111112,0.561128526645768,0.898989898989899
GCN,1,32,2,0.0,0.005,1378,50,1.0518441200256348,0.0017561912536621094,0.0020880699157714844,0.6666666666666666,0.8125,0.625,0.5846153846153846,0.6375,0.75,0.84375,0.7222222222222222,0.7150997150997151,0.8888888888888888
GCN,1,32,2,0.2,0.001,1378,50,0.998741865158081,0.0021820068359375,0.0020210742950439453,0.5555555555555556,0.2777777777777778,0.5,0.35714285714285715,0.7250000000000001,0.6,0.7894736842105263,0.5555555555555556,0.4666666666666667,0.888888888888889
GCN,1,32,2,0.2,0.005,1378,50,0.9792661666870117,0.0018329620361328125,0.0020761489868164062,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.6375,0.75,0.84375,0.7222222222222222,0.7150997150997151,0.9090909090909092
GCN,1,32,2,0.75,0.001,1378,50,0.9006319046020508,0.0017621517181396484,0.002113819122314453,0.5555555555555556,0.2777777777777778,0.5,0.35714285714285715,0.7250000000000001,0.55,0.275,0.5,0.3548387096774194,0.9090909090909092
GCN,1,32,2,0.75,0.005,1378,50,0.9150760173797607,0.0017981529235839844,0.002003192901611328,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.7250000000000001,0.75,0.84375,0.7222222222222222,0.7150997150997151,0.9292929292929293
GCN,1,32,3,0.0,0.001,2434,50,1.0774199962615967,0.0021092891693115234,0.002418041229248047,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.7250000000000001,0.75,0.84375,0.7222222222222222,0.7150997150997151,0.9191919191919192
GCN,1,32,3,0.0,0.005,2434,50,1.0530049800872803,0.0020842552185058594,0.0024251937866210938,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.65,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9090909090909092
GCN,1,32,3,0.2,0.001,2434,50,1.1161599159240723,0.002104043960571289,0.0023069381713867188,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.7250000000000001,0.7,0.8235294117647058,0.6666666666666666,0.6428571428571428,0.9090909090909092
GCN,1,32,3,0.2,0.005,2434,50,1.1309278011322021,0.0020902156829833984,0.002446889877319336,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.6625,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9090909090909092
GCN,1,32,3,0.75,0.001,2434,50,1.1283137798309326,0.0021009445190429688,0.0023376941680908203,0.5555555555555556,0.2777777777777778,0.5,0.35714285714285715,0.7250000000000001,0.55,0.275,0.5,0.3548387096774194,0.9090909090909092
GCN,1,32,3,0.75,0.005,2434,50,1.147840976715088,0.002192258834838867,0.00228118896484375,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.7250000000000001,0.85,0.8928571428571428,0.8333333333333333,0.8400000000000001,0.9393939393939394
GCN,1,32,4,0.0,0.001,3490,50,1.2551140785217285,0.002775907516479492,0.0031480789184570312,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.6499999999999999,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.8585858585858586
GCN,1,32,4,0.0,0.005,3490,50,1.3155241012573242,0.0025870800018310547,0.0025908946990966797,0.6666666666666666,0.8125,0.625,0.5846153846153846,0.6375,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9090909090909092
GCN,1,32,4,0.2,0.001,3490,50,1.3337640762329102,0.0024480819702148438,0.0028328895568847656,0.6666666666666666,0.6964285714285714,0.6375,0.625,0.7125,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9393939393939394
GCN,1,32,4,0.2,0.005,3490,50,1.3909108638763428,0.0025370121002197266,0.00261688232421875,0.6666666666666666,0.6964285714285714,0.6375,0.625,0.7125,0.85,0.8928571428571428,0.8333333333333333,0.8400000000000001,0.9393939393939394
GCN,1,32,4,0.75,0.001,3490,50,1.3585941791534424,0.0025010108947753906,0.002768993377685547,0.5555555555555556,0.2777777777777778,0.5,0.35714285714285715,0.7375,0.55,0.275,0.5,0.3548387096774194,0.8787878787878788
GCN,1,32,4,0.75,0.005,3490,50,1.3594980239868164,0.002485036849975586,0.0027163028717041016,0.6666666666666666,0.6964285714285714,0.6375,0.625,0.7250000000000001,0.85,0.8928571428571428,0.8333333333333333,0.8400000000000001,0.9494949494949494
