seed,support_ratio,model,feature_rank,feature_index,feature_name,class_label,pattern_support_count,importance,coefficient,graph
1,0.1,RandomForest,1,0,pattern_0_class0_supp46,0,46,0.027644300993548036,,"{""vertices"": [{""id"": 0, ""label"": 0}], ""edges"": []}"
1,0.1,RandomForest,2,400,pattern_400_class1_supp104,1,104,0.02673201385035306,,"{""vertices"": [{""id"": 0, ""label"": 0}], ""edges"": []}"
1,0.1,RandomForest,3,412,pattern_412_class1_supp100,1,100,0.0209657987897347,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0]]}"
1,0.1,RandomForest,4,11,pattern_11_class0_supp39,0,39,0.020931687184363924,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0]]}"
1,0.1,RandomForest,5,10,pattern_10_class0_supp39,0,39,0.020165199023058168,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}], ""edges"": [[0, 1, 0]]}"
1,0.1,RandomForest,6,307,pattern_307_class0_supp6,0,6,0.013998603217518326,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}, {""id"": 6, ""label"": 5}], ""edges"": [[0, 1, 0], [0, 5, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [4, 5, 0], [5, 6, 1]]}"
1,0.1,RandomForest,7,66,pattern_66_class0_supp18,0,18,0.0135822566470549,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [4, 5, 1]]}"
1,0.1,RandomForest,8,74,pattern_74_class0_supp17,0,17,0.01342465849534149,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [3, 5, 1]]}"
1,0.1,RandomForest,9,415,pattern_415_class1_supp99,1,99,0.01298420133042835,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [0, 5, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [4, 5, 0]]}"
1,0.1,RandomForest,10,3,pattern_3_class0_supp46,0,46,0.01284310152069789,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 1}], ""edges"": [[0, 1, 1]]}"
1,0.1,RandomForest,11,306,pattern_306_class0_supp6,0,6,0.012659151090538993,,"{""vertices"": [{""id"": 0, ""label"": 5}], ""edges"": []}"
1,0.1,RandomForest,12,411,pattern_411_class1_supp100,1,100,0.011123222710973778,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0]]}"
1,0.1,RandomForest,13,742,pattern_742_class1_supp43,1,43,0.010454997491976587,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}, {""id"": 6, ""label"": 0}, {""id"": 7, ""label"": 0}], ""edges"": [[0, 1, 0], [0, 5, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [4, 5, 0], [4, 7, 1], [5, 6, 1]]}"
1,0.1,RandomForest,14,474,pattern_474_class1_supp60,1,60,0.010102382851667395,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [2, 5, 1], [3, 4, 0]]}"
1,0.1,RandomForest,15,475,pattern_475_class1_supp60,1,60,0.009928301544471224,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [2, 4, 1]]}"
1,0.1,RandomForest,16,472,pattern_472_class1_supp60,1,60,0.009809054287236628,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [4, 5, 1]]}"
1,0.1,RandomForest,17,15,pattern_15_class0_supp39,0,39,0.009637327951061165,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [0, 5, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [4, 5, 0]]}"
1,0.1,RandomForest,18,410,pattern_410_class1_supp100,1,100,0.009537793146129896,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}], ""edges"": [[0, 1, 0]]}"
1,0.1,RandomForest,19,465,pattern_465_class1_supp61,1,61,0.009507419391798647,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [3, 4, 1]]}"
1,0.1,RandomForest,20,403,pattern_403_class1_supp104,1,104,0.009447180127491869,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 1}], ""edges"": [[0, 1, 1]]}"
1,0.2,RandomForest,1,0,pattern_0_class0_supp46,0,46,0.05654458591657113,,"{""vertices"": [{""id"": 0, ""label"": 0}], ""edges"": []}"
1,0.2,RandomForest,2,109,pattern_109_class1_supp104,1,104,0.041621175308307216,,"{""vertices"": [{""id"": 0, ""label"": 0}], ""edges"": []}"
1,0.2,RandomForest,3,119,pattern_119_class1_supp100,1,100,0.03834256203673432,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}], ""edges"": [[0, 1, 0]]}"
1,0.2,RandomForest,4,11,pattern_11_class0_supp39,0,39,0.025057716155732327,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0]]}"
1,0.2,RandomForest,5,10,pattern_10_class0_supp39,0,39,0.022838875684493866,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}], ""edges"": [[0, 1, 0]]}"
1,0.2,RandomForest,6,15,pattern_15_class0_supp39,0,39,0.020835941745186767,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [0, 5, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [4, 5, 0]]}"
1,0.2,RandomForest,7,77,pattern_77_class0_supp12,0,12,0.019081168525933053,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}], ""edges"": [[0, 1, 1], [1, 2, 1]]}"
1,0.2,RandomForest,8,13,pattern_13_class0_supp39,0,39,0.018912597012954262,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0]]}"
1,0.2,RandomForest,9,124,pattern_124_class1_supp99,1,99,0.018859231431399427,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [0, 5, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [4, 5, 0]]}"
1,0.2,RandomForest,10,112,pattern_112_class1_supp104,1,104,0.01518212034244656,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 1}], ""edges"": [[0, 1, 1]]}"
1,0.2,RandomForest,11,182,pattern_182_class1_supp60,1,60,0.01496505062546356,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [3, 5, 1]]}"
1,0.2,RandomForest,12,121,pattern_121_class1_supp100,1,100,0.014901585945874872,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0]]}"
1,0.2,RandomForest,13,174,pattern_174_class1_supp61,1,61,0.014588849900695484,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [3, 4, 1]]}"
1,0.2,RandomForest,14,64,pattern_64_class0_supp25,0,25,0.014167551316973469,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}], ""edges"": [[0, 1, 1]]}"
1,0.2,RandomForest,15,185,pattern_185_class1_supp60,1,60,0.013617990799439466,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [1, 3, 1]]}"
1,0.2,RandomForest,16,12,pattern_12_class0_supp39,0,39,0.013378914081441125,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0]]}"
1,0.2,RandomForest,17,3,pattern_3_class0_supp46,0,46,0.013318065262789383,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 1}], ""edges"": [[0, 1, 1]]}"
1,0.2,RandomForest,18,183,pattern_183_class1_supp60,1,60,0.011873426748987708,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [2, 5, 1], [3, 4, 0]]}"
1,0.2,RandomForest,19,173,pattern_173_class1_supp66,1,66,0.011697201305475897,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}], ""edges"": [[0, 1, 1]]}"
1,0.2,RandomForest,20,201,pattern_201_class1_supp58,1,58,0.011667732026697703,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}, {""id"": 6, ""label"": 0}, {""id"": 7, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [3, 6, 0], [4, 5, 0], [6, 7, 0]]}"
1,0.3,RandomForest,1,77,pattern_77_class1_supp104,1,104,0.07861001922584089,,"{""vertices"": [{""id"": 0, ""label"": 0}], ""edges"": []}"
1,0.3,RandomForest,2,0,pattern_0_class0_supp46,0,46,0.06029423834307043,,"{""vertices"": [{""id"": 0, ""label"": 0}], ""edges"": []}"
1,0.3,RandomForest,3,10,pattern_10_class0_supp39,0,39,0.033873810660246306,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}], ""edges"": [[0, 1, 0]]}"
1,0.3,RandomForest,4,12,pattern_12_class0_supp39,0,39,0.033423637842301644,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0]]}"
1,0.3,RandomForest,5,87,pattern_87_class1_supp100,1,100,0.029293273156624697,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}], ""edges"": [[0, 1, 0]]}"
1,0.3,RandomForest,6,88,pattern_88_class1_supp100,1,100,0.028292584560043302,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0]]}"
1,0.3,RandomForest,7,92,pattern_92_class1_supp99,1,99,0.02473405181647833,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [0, 5, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [4, 5, 0]]}"
1,0.3,RandomForest,8,141,pattern_141_class1_supp66,1,66,0.023215566841278363,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}], ""edges"": [[0, 1, 1]]}"
1,0.3,RandomForest,9,89,pattern_89_class1_supp100,1,100,0.023029188724454194,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0]]}"
1,0.3,RandomForest,10,90,pattern_90_class1_supp99,1,99,0.020409036331496804,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0]]}"
1,0.3,RandomForest,11,13,pattern_13_class0_supp39,0,39,0.01900272532984022,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0]]}"
1,0.3,RandomForest,12,150,pattern_150_class1_supp60,1,60,0.01880235392415765,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [3, 5, 1]]}"
1,0.3,RandomForest,13,11,pattern_11_class0_supp39,0,39,0.017308561982756127,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0]]}"
1,0.3,RandomForest,14,152,pattern_152_class1_supp60,1,60,0.016138600446046952,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 0], [2, 4, 1]]}"
1,0.3,RandomForest,15,15,pattern_15_class0_supp39,0,39,0.01564730306454666,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}], ""edges"": [[0, 1, 0], [0, 5, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [4, 5, 0]]}"
1,0.3,RandomForest,16,64,pattern_64_class0_supp25,0,25,0.015008222054591378,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}], ""edges"": [[0, 1, 1]]}"
1,0.3,RandomForest,17,70,pattern_70_class0_supp17,0,17,0.014802526924058985,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}, {""id"": 4, ""label"": 0}, {""id"": 5, ""label"": 0}, {""id"": 6, ""label"": 0}], ""edges"": [[0, 1, 0], [0, 5, 0], [1, 2, 0], [2, 3, 0], [3, 4, 0], [4, 5, 0], [5, 6, 1]]}"
1,0.3,RandomForest,18,80,pattern_80_class1_supp104,1,104,0.014280570890888406,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 1}], ""edges"": [[0, 1, 1]]}"
1,0.3,RandomForest,19,3,pattern_3_class0_supp46,0,46,0.013915474457410218,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 1}], ""edges"": [[0, 1, 1]]}"
1,0.3,RandomForest,20,68,pattern_68_class0_supp18,0,18,0.013306231544354839,,"{""vertices"": [{""id"": 0, ""label"": 0}, {""id"": 1, ""label"": 0}, {""id"": 2, ""label"": 0}, {""id"": 3, ""label"": 0}], ""edges"": [[0, 1, 0], [1, 2, 0], [2, 3, 1]]}"
1,0.4,RandomForest,1,50,pattern_50_class1_supp104,1,104,0.12801527016977643,,"{""vertices"": [{""id"": 0, ""label"": 0}], ""edges"": []}"
1,0.4,RandomForest,2,0,pattern_0_class0_supp46,0,46,0.12790814037187961,,"{""vertices"": [{""id"": 0, ""label"": 0}], ""edges"": []}"
