model,seed,hidden_dim,layers,dropout,lr,num_params,train_epochs,train_time_sec,val_inference_time_sec,test_inference_time_sec,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc
GCN,2,32,4,0.75,0.005,3490,50,1.3568201065063477,0.002249002456665039,0.0027997493743896484,0.6666666666666666,0.6666666666666666,0.65,0.6493506493506493,0.725,0.7,0.6767676767676767,0.7333333333333334,0.6703296703296704,0.7066666666666666
GCN,2,64,2,0.0,0.001,4802,50,1.0760200023651123,0.0021810531616210938,0.0025730133056640625,0.5,0.43333333333333335,0.4625,0.4109090909090909,0.725,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.6266666666666667
GCN,2,64,2,0.0,0.005,4802,50,1.0894830226898193,0.002215147018432617,0.0024721622467041016,0.5555555555555556,0.53125,0.5125,0.4461538461538461,0.7375,0.8,0.7450980392156863,0.6666666666666667,0.6875,0.72
GCN,2,64,2,0.2,0.001,4802,50,1.266822099685669,0.0019850730895996094,0.0023109912872314453,0.5,0.43333333333333335,0.4625,0.4109090909090909,0.7125,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.64
GCN,2,64,2,0.2,0.005,4802,50,1.225604772567749,0.001984119415283203,0.0022749900817871094,0.5555555555555556,0.53125,0.5125,0.4461538461538461,0.7125,0.8,0.7450980392156863,0.6666666666666667,0.6875,0.72
GCN,2,64,2,0.75,0.001,4802,50,1.2220821380615234,0.0020999908447265625,0.0020742416381835938,0.5,0.43333333333333335,0.4625,0.4109090909090909,0.725,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.64
GCN,2,64,2,0.75,0.005,4802,50,1.2694320678710938,0.0021810531616210938,0.002634286880493164,0.5555555555555556,0.53125,0.5125,0.4461538461538461,0.7125,0.8,0.7450980392156863,0.6666666666666667,0.6875,0.7066666666666668
GCN,2,64,3,0.0,0.001,8962,50,1.4472601413726807,0.0026960372924804688,0.002480745315551758,0.5,0.43333333333333335,0.4625,0.4109090909090909,0.7125,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.6799999999999999
GCN,2,64,3,0.0,0.005,8962,50,1.4817752838134766,0.0033202171325683594,0.00351715087890625,0.6111111111111112,0.6333333333333333,0.575,0.5418181818181818,0.725,0.8,0.7450980392156863,0.6666666666666667,0.6875,0.72
GCN,2,64,3,0.2,0.001,8962,50,1.6864922046661377,0.0027201175689697266,0.0028939247131347656,0.5,0.43333333333333335,0.4625,0.4109090909090909,0.7125,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.6666666666666666
GCN,2,64,3,0.2,0.005,8962,50,1.744093894958496,0.0033419132232666016,0.003620147705078125,0.6111111111111112,0.6076923076923078,0.5875,0.5785953177257526,0.7375,0.8,0.7450980392156863,0.6666666666666667,0.6875,0.7599999999999999
GCN,2,64,3,0.75,0.001,8962,50,1.6565191745758057,0.0029020309448242188,0.002810239791870117,0.5,0.43333333333333335,0.4625,0.4109090909090909,0.7125,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.6533333333333333
GCN,2,64,3,0.75,0.005,8962,50,1.63649582862854,0.002624988555908203,0.0028378963470458984,0.5,0.43333333333333335,0.4625,0.4109090909090909,0.725,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.6933333333333332
GCN,2,64,4,0.0,0.001,13122,50,1.8908190727233887,0.0030972957611083984,0.003451824188232422,0.5,0.43333333333333335,0.4625,0.4109090909090909,0.7125,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.6799999999999999
GCN,2,64,4,0.0,0.005,13122,50,1.691606044769287,0.0031261444091796875,0.002930879592895508,0.6111111111111112,0.6076923076923078,0.5875,0.5785953177257526,0.7375,0.8,0.7450980392156863,0.6666666666666667,0.6875,0.76
GCN,2,64,4,0.2,0.001,13122,50,2.021623134613037,0.0027480125427246094,0.003061056137084961,0.5555555555555556,0.5357142857142857,0.525,0.5,0.7125,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.72
GCN,2,64,4,0.2,0.005,13122,50,2.011068820953369,0.003083944320678711,0.003919124603271484,0.6666666666666666,0.6964285714285714,0.6375,0.625,0.7375,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.8
GCN,2,64,4,0.75,0.001,13122,50,1.985079050064087,0.0028281211853027344,0.0030219554901123047,0.5,0.43333333333333335,0.4625,0.4109090909090909,0.7125,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.6799999999999999
GCN,2,64,4,0.75,0.005,13122,50,2.1742751598358154,0.0030510425567626953,0.0031952857971191406,0.5,0.43333333333333335,0.4625,0.4109090909090909,0.7125,0.75,0.65625,0.6333333333333333,0.6415770609318996,0.7066666666666666
