model,seed,split,graph_idx,predicted_class,original_prob,fidelity_pos,fidelity_neg,sparsity,edge_fraction_kept,num_edges,edge_keep_ratio,runtime_sec
GCN,1,val,0,1,0.8708256483078003,0.9501668810844421,0.0,0.7,0.3,50,0.3,0.48355603218078613
GCN,1,val,1,0,0.9282336235046387,0.6503934264183044,0.135714590549469,0.6818181818181819,0.3181818181818182,22,0.3,0.30836009979248047
GCN,1,val,2,1,0.870736837387085,0.9634257555007935,0.0,0.7,0.3,50,0.3,0.3229093551635742
GCN,1,val,3,1,0.870736837387085,0.9638988375663757,0.0,0.7,0.3,50,0.3,0.3345170021057129
GCN,1,val,4,0,0.7637249827384949,0.31145647168159485,0.0,0.6818181818181819,0.3181818181818182,22,0.3,0.30872297286987305
