family,approach,support_ratio,seed,config_label,train_time_sec,val_inference_time_sec,test_inference_time_sec,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc,preprocess_time_sec,total_pipeline_time_sec
GCN,GCN,,1,GCN h=64 L=3 d=0.2 lr=0.005,1.614759922027588,0.0027132034301757,0.0028316974639892,0.6111111111111112,0.6333333333333333,0.575,0.5418181818181818,0.6499999999999999,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9090909090909092,0.0,1.614759922027588
GCN,GCN,,1,GCN h=64 L=3 d=0.75 lr=0.001,1.583749771118164,0.0022521018981933,0.0028290748596191,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.7250000000000001,0.7,0.8235294117647058,0.6666666666666666,0.6428571428571428,0.9090909090909092,0.0,1.583749771118164
GCN,GCN,,1,GCN h=64 L=3 d=0.75 lr=0.005,1.607288122177124,0.0023369789123535,0.0024540424346923,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.7250000000000001,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9292929292929292,0.0,1.607288122177124
GCN,GCN,,1,GCN h=64 L=4 d=0.0 lr=0.001,1.9067797660827637,0.0027298927307128,0.0029749870300292,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.7,0.85,0.8928571428571428,0.8333333333333333,0.8400000000000001,0.9393939393939394,0.0,1.9067797660827637
GCN,GCN,,1,GCN h=64 L=4 d=0.0 lr=0.005,1.7181291580200195,0.0026781558990478,0.002997875213623,0.6666666666666666,0.8125,0.625,0.5846153846153846,0.6875,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.898989898989899,0.0,1.7181291580200195
GCN,GCN,,1,GCN h=64 L=4 d=0.2 lr=0.001,1.9878718852996824,0.0028266906738281,0.0031790733337402,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.7125,0.85,0.8928571428571428,0.8333333333333333,0.8400000000000001,0.9494949494949494,0.0,1.9878718852996824
GCN,GCN,,1,GCN h=64 L=4 d=0.2 lr=0.005,1.9852559566497805,0.0029048919677734,0.0032219886779785,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.6625,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9090909090909092,0.0,1.9852559566497805
GCN,GCN,,1,GCN h=64 L=4 d=0.75 lr=0.001,1.9867701530456543,0.0029261112213134,0.0029771327972412,0.6666666666666666,0.8125,0.625,0.5846153846153846,0.7125,0.7,0.8235294117647058,0.6666666666666666,0.6428571428571428,0.9393939393939394,0.0,1.9867701530456543
GCN,GCN,,1,GCN h=64 L=4 d=0.75 lr=0.005,1.9930682182312012,0.0028328895568847,0.0029020309448242,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.7125,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9393939393939394,0.0,1.9930682182312012
GIN,GIN,,1,GIN h=32 L=2 d=0.0 lr=0.001,0.753350019454956,0.0023679733276367,0.0028088092803955,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.875,0.95,0.9583333333333331,0.9444444444444444,0.948849104859335,0.9797979797979798,0.0,0.753350019454956
GIN,GIN,,1,GIN h=32 L=2 d=0.0 lr=0.005,0.7712130546569824,0.0025088787078857,0.0019173622131347,0.6666666666666666,0.8125,0.625,0.5846153846153846,0.9,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9898989898989898,0.0,0.7712130546569824
GIN,GIN,,1,GIN h=32 L=2 d=0.2 lr=0.001,1.326371192932129,0.0020279884338378,0.0021021366119384,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.875,0.9,0.9230769230769232,0.8888888888888888,0.8958333333333333,0.9797979797979798,0.0,1.326371192932129
GIN,GIN,,1,GIN h=32 L=2 d=0.2 lr=0.005,0.8610329627990723,0.0015180110931396,0.0016109943389892,0.6666666666666666,0.8125,0.625,0.5846153846153846,0.9375,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,1.0,0.0,0.8610329627990723
GIN,GIN,,1,GIN h=32 L=2 d=0.75 lr=0.001,0.8126027584075928,0.0014929771423339,0.0015819072723388,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.85,0.8,0.8666666666666667,0.7777777777777778,0.7802197802197802,0.9595959595959596,0.0,0.8126027584075928
GIN,GIN,,1,GIN h=32 L=2 d=0.75 lr=0.005,0.8806047439575195,0.0014920234680175,0.001716136932373,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.8875,0.95,0.9583333333333331,0.9444444444444444,0.948849104859335,0.9898989898989898,0.0,0.8806047439575195
GIN,GIN,,1,GIN h=32 L=3 d=0.0 lr=0.001,1.1410329341888428,0.0018680095672607,0.0021309852600097,0.7777777777777778,0.8571428571428572,0.75,0.75,0.9125,0.95,0.9583333333333331,0.9444444444444444,0.948849104859335,0.9898989898989898,0.0,1.1410329341888428
GIN,GIN,,1,GIN h=32 L=3 d=0.0 lr=0.005,0.9810378551483154,0.0019340515136718,0.002587080001831,0.7222222222222222,0.8333333333333333,0.6875,0.6727272727272727,0.9,0.85,0.8928571428571428,0.8333333333333333,0.8400000000000001,0.9898989898989898,0.0,0.9810378551483154
GIN,GIN,,1,GIN h=32 L=3 d=0.2 lr=0.001,1.1379530429840088,0.0019168853759765,0.0021858215332031,0.7777777777777778,0.7916666666666667,0.7625,0.7662337662337663,0.9125,0.95,0.9583333333333331,0.9444444444444444,0.948849104859335,0.9898989898989898,0.0,1.1379530429840088
GIN,GIN,,1,GIN h=32 L=3 d=0.2 lr=0.005,1.029541254043579,0.0016970634460449,0.0018141269683837,0.6111111111111112,0.7941176470588236,0.5625,0.4814814814814814,0.8625,0.7,0.8235294117647058,0.6666666666666666,0.6428571428571428,0.9797979797979798,0.0,1.029541254043579
