family,approach,config_label,train_time_sec_mean,train_time_sec_std,val_inference_time_sec_mean,val_inference_time_sec_std,test_inference_time_sec_mean,test_inference_time_sec_std,preprocess_time_sec_mean,preprocess_time_sec_std,total_pipeline_time_sec_mean,total_pipeline_time_sec_std,val_accuracy_mean,val_accuracy_std,val_precision_mean,val_precision_std,val_recall_mean,val_recall_std,val_f1_mean,val_f1_std,val_auc_mean,val_auc_std,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,test_auc_mean,test_auc_std
GCN,GCN,GCN h=64 L=2 d=0.2 lr=0.001,1.244605302810669,0.021150630776700492,0.0019407272338866667,4.677563506116757e-05,0.0022559165954589336,5.403377205921605e-05,0.0,0.0,1.244605302810669,0.021150630776700492,0.6851851851851851,0.16972502573910522,0.7243055555555555,0.25461310973347023,0.6166666666666667,0.13365845776954532,0.6058755038065383,0.17160189854312385,0.7519230769230769,0.06828277222146534,0.7666666666666666,0.028867513459481322,0.7698412698412698,0.09985034034364759,0.7087962962962963,0.06972627994684881,0.7122988520837983,0.06936378398061897,0.8012962962962963,0.13985920315738584
GCN,GCN,GCN h=64 L=2 d=0.2 lr=0.005,1.212056080500285,0.014247277035193547,0.0019559065500895,6.674116373406056e-05,0.002220471700032533,9.816863883750996e-05,0.0,0.0,1.212056080500285,0.014247277035193547,0.6851851851851851,0.1398117488013102,0.75,0.19515618744994995,0.6124999999999999,0.09437293044088436,0.5882531261841607,0.14395262764782854,0.7516025641025642,0.12579750525116218,0.7666666666666666,0.05773502691896262,0.7674136321195144,0.09019013382872726,0.7037037037037037,0.06415002990995838,0.7126831501831502,0.059115161784227786,0.8277525252525253,0.0972734451183431
GCN,GCN,GCN h=64 L=2 d=0.75 lr=0.001,1.2551282246907551,0.04054647090678252,0.0021611849466959335,7.489999761028338e-05,0.002343734105428,0.00023341292542393893,0.0,0.0,1.2551282246907551,0.04054647090678252,0.6111111111111112,0.11111111111111115,0.5295206971677561,0.23197558441444027,0.5083333333333333,0.05051814855409223,0.43724847036674985,0.03853896882617319,0.7602564102564102,0.06106589385659497,0.6666666666666666,0.07637626158259736,0.7538377192982456,0.08553158721946354,0.5837962962962963,0.04304061867546838,0.535483870967742,0.09322304348105433,0.8080303030303031,0.14651342796140826
GCN,GCN,GCN h=64 L=2 d=0.75 lr=0.005,1.2361644903818767,0.031138168538384442,0.0020163059234618334,0.0001427064159209451,0.0023361047108967667,0.000261973129746916,0.0,0.0,1.2361644903818767,0.031138168538384442,0.7037037037037037,0.13981174880131017,0.7569444444444443,0.1988283097530612,0.6333333333333333,0.10483121354507605,0.61762375555479,0.15162365362141567,0.7682692307692308,0.10760212570215014,0.7666666666666666,0.05773502691896262,0.7674136321195144,0.09019013382872726,0.7037037037037037,0.06415002990995838,0.7126831501831502,0.059115161784227786,0.8368813131313132,0.11881097302111215
GCN,GCN,GCN h=64 L=3 d=0.0 lr=0.001,1.4225194454193115,0.06122164553891401,0.0025750001271564998,0.00016207840438029803,0.0024582544962564665,6.759758883530972e-05,0.0,0.0,1.4225194454193115,0.06122164553891401,0.6851851851851851,0.16972502573910522,0.7243055555555555,0.25461310973347023,0.6166666666666667,0.13365845776954532,0.6058755038065383,0.17160189854312385,0.7557692307692307,0.12085968562538735,0.7666666666666666,0.028867513459481322,0.7548916361416361,0.10582134916357903,0.713425925925926,0.0734974664326361,0.7183767248283378,0.07052110326961211,0.8145244107744108,0.1177648749021613
GCN,GCN,GCN h=64 L=3 d=0.0 lr=0.005,1.4251277446746826,0.04955723482010858,0.0029023488362629663,0.00036436446269638993,0.003116289774576767,0.0003754741662392423,0.0,0.0,1.4251277446746826,0.04955723482010858,0.6851851851851852,0.12830005981991685,0.6900793650793652,0.09828701011204347,0.6371794871794871,0.10769803098344943,0.6204713804713804,0.13623133624514805,0.7496794871794871,0.10178843307803336,0.7666666666666666,0.05773502691896262,0.7674136321195144,0.09019013382872726,0.7037037037037037,0.06415002990995838,0.7126831501831502,0.059115161784227786,0.8313299663299664,0.09715786054488836
GCN,GCN,GCN h=64 L=3 d=0.2 lr=0.001,1.6389466921488445,0.041429994715293406,0.0025080839792887,0.0002384459161980714,0.0027142365773518335,0.00016702584248045273,0.0,0.0,1.6389466921488445,0.041429994715293406,0.6851851851851851,0.16972502573910522,0.7243055555555555,0.25461310973347023,0.6166666666666667,0.13365845776954532,0.6058755038065383,0.17160189854312385,0.7766025641025642,0.10039830685685819,0.75,0.0,0.7472527472527473,0.09387068068876386,0.6949074074074074,0.0534376391293643,0.6966700364549827,0.04857512915538785,0.8271254208754208,0.140682409906787
GCN,GCN,GCN h=64 L=3 d=0.2 lr=0.005,1.642321268717448,0.09117184131074497,0.0028567314147948664,0.00043169955118914697,0.003116925557454367,0.000437097816746609,0.0,0.0,1.642321268717448,0.09117184131074497,0.7037037037037037,0.160375074774896,0.7247863247863248,0.1810614719630061,0.6541666666666667,0.12644992421244602,0.6532330712765496,0.16217221990653255,0.7548076923076922,0.11444731482137313,0.75,0.08660254037844382,0.7483660130718954,0.11670098907444944,0.6828703703703703,0.08793249959825263,0.6896197937864604,0.0895589067548287,0.8445580808080808,0.07653615385824887
GCN,GCN,GCN h=64 L=3 d=0.75 lr=0.001,1.610464334487915,0.04005472815468751,0.0026340484619140334,0.0003396215543805866,0.0028623739878336336,7.458437909082155e-05,0.0,0.0,1.610464334487915,0.04005472815468751,0.6666666666666666,0.14698618394803278,0.7163398692810458,0.2463133269437864,0.5833333333333334,0.11342214657346833,0.5612121212121212,0.135150156264401,0.7509615384615386,0.05614100221921149,0.7000000000000001,0.04999999999999993,0.7122140522875817,0.0964024159748075,0.6277777777777778,0.04194352464039304,0.6151875768116034,0.046820885628724204,0.8090025252525251,0.13663785734391018
GCN,GCN,GCN h=64 L=3 d=0.75 lr=0.005,1.6151256561279297,0.01872489675880129,0.0025017261505126667,0.00014841877309557677,0.0025722980499266663,0.0002304741979832423,0.0,0.0,1.6151256561279297,0.01872489675880129,0.7037037037037037,0.1951046991269026,0.7333333333333333,0.2645751311064591,0.65,0.171846588560844,0.640974025974026,0.2159463692063814,0.7807692307692308,0.0965951411913412,0.7666666666666666,0.028867513459481322,0.7548916361416361,0.10582134916357903,0.713425925925926,0.0734974664326361,0.7183767248283378,0.07052110326961211,0.8325420875420875,0.12357685252128231
GCN,GCN,GCN h=64 L=4 d=0.0 lr=0.001,1.81468931833903,0.14590138188564297,0.0030037562052408,0.0002411094842944967,0.0031513373057047,0.0002615355458277308,0.0,0.0,1.81468931833903,0.14590138188564297,0.6851851851851851,0.16972502573910522,0.7243055555555555,0.25461310973347023,0.6166666666666667,0.13365845776954532,0.6058755038065383,0.17160189854312385,0.7682692307692308,0.10760212570215014,0.7833333333333333,0.05773502691896255,0.7719246031746031,0.11839117127132501,0.725,0.1010362971081845,0.7322255920105384,0.10031394435510588,0.8279924242424243,0.1335120778044109
GCN,GCN,GCN h=64 L=4 d=0.0 lr=0.005,1.7105977535247803,0.0165642028009497,0.0029410521189370997,0.0002339092022642346,0.003064314524332633,0.00017630765100946138,0.0,0.0,1.7105977535247803,0.0165642028009497,0.7222222222222222,0.14698618394803273,0.7605769230769232,0.13465315404212083,0.6913461538461538,0.14857869530395285,0.6749163879598662,0.16164748393160935,0.7775641025641026,0.11543401720210623,0.7666666666666666,0.05773502691896262,0.7674136321195144,0.09019013382872726,0.7037037037037037,0.06415002990995838,0.7126831501831502,0.059115161784227786,0.834246632996633,0.06998059369286672
GCN,GCN,GCN h=64 L=4 d=0.2 lr=0.001,2.023158629735311,0.03607900639011152,0.0027859210968017335,3.9417016220433395e-05,0.0032287438710529998,0.00019727006424508482,0.0,0.0,2.023158629735311,0.03607900639011152,0.7222222222222222,0.16666666666666666,0.7674603174603174,0.20683246220679324,0.6708333333333334,0.13825550019197552,0.6706709956709958,0.16965220359927827,0.7724358974358975,0.10381201955621157,0.7833333333333333,0.05773502691896255,0.7636217948717948,0.1198092076128415,0.7319444444444444,0.1000289310001713,0.7383034647550777,0.09930479516049483,0.8481649831649832,0.11707720340580431
