params,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_inference_time_sec
LinearSVM 1,0.9,0.8853114478114478,0.9180555555555556,0.8918690478792781,0.9386111111111112,8.265177408854167e-05
LinearSVM 2,0.85,0.8332593332593333,0.854419191919192,0.8361506921609223,0.9311153198653198,8.535385131835938e-05
RBFSVM 1,0.85,0.8533730158730158,0.8356481481481483,0.8293217797528142,0.9658333333333333,0.0003708998362223
RBFSVM 2,0.85,0.8402319902319904,0.8449074074074074,0.8352417856728201,0.9658333333333333,0.0003129641215006
RandomForest 1,0.7999999999999999,0.7906746031746031,0.7828703703703703,0.7767361620729054,0.8934027777777779,0.013791799545288032
RandomForest 2,0.7666666666666666,0.7533577533577533,0.7310185185185185,0.7332875457875457,0.8916666666666666,0.022080659866332935
RandomForest 3,0.7833333333333333,0.7651098901098901,0.749537037037037,0.7509594696295464,0.8899305555555556,0.014270702997843367
RandomForest 4,0.7666666666666666,0.7533577533577533,0.7310185185185185,0.7332875457875457,0.8916666666666666,0.026812314987182534
