model,seed,hidden_dim,layers,dropout,lr,num_params,train_epochs,train_time_sec,val_inference_time_sec,test_inference_time_sec,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc
GIN,0,32,2,0.0,0.001,3490,50,0.8241770267486572,0.002838134765625,0.00308990478515625,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9692307692307693,0.75,0.7424242424242424,0.75,0.7442455242966752,0.8854166666666667
GIN,0,32,2,0.0,0.005,3490,50,0.8072061538696289,0.001844167709350586,0.0018002986907958984,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9846153846153847,0.8,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.8541666666666667
GIN,0,32,2,0.2,0.001,3490,50,0.8599398136138916,0.0015411376953125,0.0016949176788330078,0.8333333333333334,0.90625,0.7,0.7339901477832512,0.9692307692307693,0.75,0.7424242424242424,0.75,0.7442455242966752,0.8854166666666667
GIN,0,32,2,0.2,0.005,3490,50,0.7854099273681641,0.001505136489868164,0.0015749931335449219,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9846153846153847,0.8,0.8,0.8125,0.797979797979798,0.78125
GIN,0,32,2,0.75,0.001,3490,50,0.7810091972351074,0.001416921615600586,0.0017101764678955078,0.8333333333333334,0.90625,0.7,0.7339901477832512,0.9538461538461539,0.85,0.8516483516483516,0.8333333333333333,0.8400000000000001,0.8958333333333334
GIN,0,32,2,0.75,0.005,3490,50,0.7898988723754883,0.0015091896057128906,0.0015869140625,0.8888888888888888,0.8615384615384616,0.8615384615384616,0.8615384615384616,0.9692307692307693,0.85,0.8636363636363636,0.875,0.849624060150376,0.8229166666666667
GIN,0,32,3,0.0,0.001,5602,50,0.8693249225616455,0.0015873908996582031,0.0018591880798339844,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9846153846153847,0.8,0.8,0.8125,0.797979797979798,0.8020833333333334
GIN,0,32,3,0.0,0.005,5602,50,0.8755340576171875,0.0015838146209716797,0.001856088638305664,0.8888888888888888,0.8571428571428572,0.9230769230769231,0.875,1.0,0.85,0.8636363636363636,0.875,0.849624060150376,0.9270833333333333
GIN,0,32,3,0.2,0.001,5602,50,0.9926259517669678,0.0015978813171386719,0.0018820762634277344,0.8888888888888888,0.8571428571428572,0.9230769230769231,0.875,1.0,0.8,0.8333333333333333,0.8333333333333333,0.8,0.8229166666666667
GIN,0,32,3,0.2,0.005,5602,50,0.976416826248169,0.0016548633575439453,0.0018720626831054688,0.8888888888888888,0.9333333333333333,0.8,0.8392857142857143,1.0,0.8,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.8958333333333334
GIN,0,32,3,0.75,0.001,5602,50,0.9622478485107422,0.0015869140625,0.0018177032470703125,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9692307692307693,0.8,0.8,0.8125,0.797979797979798,0.875
GIN,0,32,3,0.75,0.005,5602,50,0.9742121696472168,0.0016031265258789062,0.0018448829650878906,0.9444444444444444,0.9166666666666667,0.9615384615384616,0.9345454545454546,1.0,0.8,0.8333333333333333,0.8333333333333333,0.8,0.8125
GIN,0,32,4,0.0,0.001,7714,50,1.0518379211425781,0.0017609596252441406,0.0019919872283935547,1.0,1.0,1.0,1.0,1.0,0.85,0.8636363636363636,0.875,0.849624060150376,0.7916666666666666
GIN,0,32,4,0.0,0.005,7714,50,1.0555260181427002,0.0017669200897216797,0.0020291805267333984,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9846153846153847,0.85,0.8434343434343434,0.8541666666666667,0.8465473145780051,0.8854166666666666
GIN,0,32,4,0.2,0.001,7714,50,1.165877103805542,0.002256155014038086,0.0050089359283447266,0.8888888888888888,0.8615384615384616,0.8615384615384616,0.8615384615384616,0.9692307692307693,0.7,0.7,0.7083333333333333,0.696969696969697,0.8125
GIN,0,32,4,0.2,0.005,7714,50,1.2886242866516113,0.0022430419921875,0.003900289535522461,0.8333333333333334,0.7916666666666666,0.823076923076923,0.8036363636363637,0.9692307692307693,0.85,0.8636363636363636,0.875,0.849624060150376,0.9375
GIN,0,32,4,0.75,0.001,7714,50,1.4022712707519531,0.002260923385620117,0.002357006072998047,0.8888888888888888,0.8615384615384616,0.8615384615384616,0.8615384615384616,0.9692307692307693,0.8,0.8333333333333333,0.8333333333333333,0.8,0.875
GIN,0,32,4,0.75,0.005,7714,50,1.3029561042785645,0.0021812915802001953,0.0025489330291748047,0.8888888888888888,0.8571428571428572,0.9230769230769231,0.875,1.0,0.8,0.8333333333333333,0.8333333333333333,0.8,0.8541666666666667
GIN,0,64,2,0.0,0.001,13122,50,1.1075172424316406,0.001641988754272461,0.0018527507781982422,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9692307692307693,0.75,0.7424242424242424,0.75,0.7442455242966752,0.8541666666666666
GIN,0,64,2,0.0,0.005,13122,50,1.1590702533721924,0.0029687881469726562,0.0032520294189453125,0.9444444444444444,0.9166666666666667,0.9615384615384616,0.9345454545454546,0.9384615384615385,0.85,0.8434343434343434,0.8541666666666667,0.8465473145780051,0.8958333333333333
GIN,0,64,2,0.2,0.001,13122,50,1.3472046852111816,0.0018541812896728516,0.0018198490142822266,0.9444444444444444,0.9166666666666667,0.9615384615384616,0.9345454545454546,1.0,0.85,0.8636363636363636,0.875,0.849624060150376,0.8125
