model,seed,hidden_dim,layers,dropout,lr,num_params,train_epochs,train_time_sec,val_inference_time_sec,test_inference_time_sec,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc
GIN,0,64,2,0.2,0.005,13122,50,1.248331069946289,0.001878976821899414,0.0022628307342529297,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9692307692307693,0.8,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.8854166666666667
GIN,0,64,2,0.75,0.001,13122,50,1.2621166706085205,0.0018680095672607422,0.0018222332000732422,0.8333333333333334,0.90625,0.7,0.7339901477832512,0.9692307692307693,0.8,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.90625
GIN,0,64,2,0.75,0.005,13122,50,1.1920597553253174,0.0016620159149169922,0.0019719600677490234,0.8888888888888888,0.8571428571428572,0.9230769230769231,0.875,1.0,0.8,0.8333333333333333,0.8333333333333333,0.8,0.875
GIN,0,64,3,0.0,0.001,21442,50,1.3529789447784424,0.0021877288818359375,0.002595186233520508,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9692307692307693,0.8,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.8645833333333334
GIN,0,64,3,0.0,0.005,21442,50,1.399543046951294,0.0022652149200439453,0.002329111099243164,0.9444444444444444,0.9166666666666667,0.9615384615384616,0.9345454545454546,0.9846153846153847,0.95,0.9444444444444444,0.9583333333333333,0.948849104859335,0.9270833333333333
GIN,0,64,3,0.2,0.001,21442,50,1.5832171440124512,0.001959085464477539,0.0022058486938476562,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9692307692307693,0.85,0.8636363636363636,0.875,0.849624060150376,0.8125
GIN,0,64,3,0.2,0.005,21442,50,1.7099311351776123,0.002187013626098633,0.002007007598876953,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,1.0,0.75,0.7417582417582418,0.7291666666666667,0.7333333333333334,0.8958333333333334
GIN,0,64,3,0.75,0.001,21442,50,1.5719189643859863,0.0021851062774658203,0.002457141876220703,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9692307692307693,0.8,0.8,0.8125,0.797979797979798,0.875
GIN,0,64,3,0.75,0.005,21442,50,1.6463217735290527,0.0023238658905029297,0.002413034439086914,0.8888888888888888,0.9333333333333333,0.8,0.8392857142857143,0.9692307692307693,0.8,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.8958333333333334
GIN,0,64,4,0.0,0.001,29762,50,1.612701177597046,0.0025310516357421875,0.002496957778930664,1.0,1.0,1.0,1.0,1.0,0.75,0.7417582417582418,0.7291666666666667,0.7333333333333334,0.9166666666666667
GIN,0,64,4,0.0,0.005,29762,50,1.614656925201416,0.002466917037963867,0.002821207046508789,0.8888888888888888,0.8615384615384616,0.8615384615384616,0.8615384615384616,0.9538461538461539,0.9,0.9,0.9166666666666667,0.898989898989899,0.8645833333333334
GIN,0,64,4,0.2,0.001,29762,50,2.241323947906494,0.002398967742919922,0.0024619102478027344,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,0.9692307692307693,0.75,0.7417582417582418,0.7291666666666667,0.7333333333333334,0.875
GIN,0,64,4,0.2,0.005,29762,50,1.9890751838684082,0.002390146255493164,0.002452850341796875,0.9444444444444444,0.9642857142857143,0.9,0.9259259259259258,1.0,0.85,0.8434343434343434,0.8541666666666667,0.8465473145780051,0.875
GIN,0,64,4,0.75,0.001,29762,50,1.9451849460601807,0.002566814422607422,0.0032269954681396484,0.8888888888888888,0.8615384615384616,0.8615384615384616,0.8615384615384616,0.9846153846153847,0.8,0.8333333333333333,0.8333333333333333,0.8,0.8541666666666666
GIN,0,64,4,0.75,0.005,29762,50,2.087574005126953,0.0024480819702148438,0.002399921417236328,0.8888888888888888,0.8571428571428572,0.9230769230769231,0.875,1.0,0.8,0.8333333333333333,0.8333333333333333,0.8,0.8645833333333333
