model_type,hidden_channels,dropout,lr,seed,test_loss,test_acc,test_f1,test_roc_auc,train_time_sec
gin,64,0.1,0.01,2,0.5645299397016826,0.7894736842105263,0.8461538461538461,0.8030769230769231,-1765286973.0303438
gin,64,0.1,0.05,2,0.5231345452760395,0.7631578947368421,0.8235294117647058,0.7846153846153845,-1765286974.5112574
gin,64,0.25,0.001,2,0.5627752730720922,0.6842105263157895,0.7999999999999999,0.7815384615384615,-1765286975.3043287
gin,64,0.25,0.01,2,0.5225065632870323,0.7894736842105263,0.8461538461538461,0.796923076923077,-1765286976.2945976
gin,64,0.25,0.05,2,0.5251565418745342,0.7368421052631579,0.8076923076923077,0.8215384615384616,-1765286976.209943
gin,64,0.5,0.001,2,0.6858553133512798,0.6842105263157895,0.7999999999999999,0.8523076923076923,-1765286978.8414772
gin,64,0.5,0.01,2,0.5238487093072188,0.7368421052631579,0.8000000000000002,0.7723076923076923,-1765286979.0664742
gin,64,0.5,0.05,2,0.4932209849357605,0.7894736842105263,0.8461538461538461,0.8215384615384616,-1765286980.0686476
gin,128,0.0,0.001,2,0.4397123895193401,0.7894736842105263,0.8333333333333333,0.8461538461538461,-1765286979.4717307
gin,128,0.0,0.01,2,0.5407140380457828,0.7105263157894737,0.8,0.803076923076923,-1765286982.8455727
gin,128,0.0,0.05,2,0.6652079255957353,0.6578947368421053,0.7936507936507937,0.84,-1765286984.4544163
gin,128,0.01,0.001,2,0.4390191404443038,0.7894736842105263,0.8333333333333333,0.8707692307692309,-1765286983.131739
gin,128,0.01,0.01,2,0.5151749347385607,0.7894736842105263,0.8399999999999999,0.8676923076923077,-1765286985.9549649
gin,128,0.01,0.05,2,0.5324204595465409,0.7368421052631579,0.8148148148148148,0.7999999999999999,-1765286988.858461
gin,128,0.05,0.001,2,0.5671817691702592,0.7894736842105263,0.8461538461538461,0.8061538461538462,-1765286988.6564083
gin,128,0.05,0.01,2,0.590715722033852,0.7105263157894737,0.8,0.7907692307692308,-1765286991.9307554
gin,128,0.05,0.05,2,0.525451798188059,0.7368421052631579,0.8148148148148148,0.8,-1765286992.761613
gin,128,0.1,0.001,2,0.44343521720484685,0.7631578947368421,0.816326530612245,0.8676923076923077,-1765286992.1820695
gin,128,0.1,0.01,2,0.6333671557275873,0.7894736842105263,0.8461538461538461,0.8184615384615385,-1765286996.2014132
gin,128,0.1,0.05,2,0.5498293889196295,0.7631578947368421,0.8235294117647058,0.7846153846153846,-1765286997.100124
gin,128,0.25,0.001,2,0.43808354829487045,0.7894736842105263,0.8333333333333333,0.8584615384615385,-1765286997.9054675
gin,128,0.25,0.01,2,0.5023400218863237,0.7894736842105263,0.8461538461538461,0.8276923076923077,-1765287000.7745268
gin,128,0.25,0.05,2,0.5158725098559731,0.7894736842105263,0.8461538461538461,0.8030769230769231,-1765287003.321441
gin,128,0.5,0.001,2,0.4197953123795359,0.7894736842105263,0.8333333333333333,0.8861538461538462,-1765287003.5861876
gin,128,0.5,0.01,2,0.5684005523982801,0.7894736842105263,0.8461538461538461,0.84,-1765287007.5487623
gin,128,0.5,0.05,2,0.5765220679734883,0.7631578947368421,0.8235294117647058,0.7538461538461537,-1765287008.890137
gin,256,0.0,0.001,2,0.42895733369024175,0.7894736842105263,0.8333333333333333,0.8676923076923077,-1765287008.5700343
gin,256,0.0,0.01,2,0.6658761062120137,0.7894736842105263,0.8461538461538461,0.8184615384615385,-1765287012.1113658
gin,256,0.0,0.05,2,0.5278273820877075,0.7631578947368421,0.830188679245283,0.7938461538461539,-1765287013.1944351
gin,256,0.01,0.001,2,0.4343717474686472,0.7631578947368421,0.816326530612245,0.8584615384615385,-1765287013.5468886
gin,256,0.01,0.01,2,0.5225150020498979,0.7894736842105263,0.8461538461538461,0.8092307692307693,-1765287018.6638048
gin,256,0.01,0.05,2,0.5488472988730982,0.7631578947368421,0.830188679245283,0.84,-1765287019.9099712
gin,256,0.05,0.001,2,0.44405657052993774,0.7368421052631579,0.8000000000000002,0.8615384615384616,-1765287022.1390643
gin,256,0.05,0.01,2,0.4422278749315362,0.7631578947368421,0.816326530612245,0.8553846153846154,-1765287026.9019828
gin,256,0.05,0.05,2,0.6612232609799034,0.7105263157894737,0.8070175438596492,0.7753846153846154,-1765287031.2268004
gin,256,0.1,0.001,2,0.43393024331644964,0.7894736842105263,0.8333333333333333,0.8676923076923078,-1765287030.2341049
gin,256,0.1,0.01,2,0.5427830282010531,0.7894736842105263,0.8461538461538461,0.8215384615384616,-1765287034.557898
gin,256,0.1,0.05,2,0.5828976662535417,0.6842105263157895,0.793103448275862,0.7784615384615384,-1765287037.666669
gin,256,0.25,0.001,2,0.5191519134923032,0.7631578947368421,0.8235294117647058,0.7723076923076924,-1765287038.3323114
gin,256,0.25,0.01,2,0.6075681071532401,0.7894736842105263,0.8461538461538461,0.8215384615384616,-1765287039.5233305
gin,256,0.25,0.05,2,0.5704031743501362,0.7105263157894737,0.8135593220338982,0.7876923076923077,-1765287042.219545
gin,256,0.5,0.001,2,0.5092991841466803,0.7894736842105263,0.8461538461538461,0.8030769230769231,-1765287043.4666903
gin,256,0.5,0.01,2,0.5020862190346969,0.7894736842105263,0.8461538461538461,0.8430769230769231,-1765287045.1338015
gin,256,0.5,0.05,2,0.6300499313756039,0.6578947368421053,0.7936507936507937,0.8215384615384617,-1765287049.6554306
