model,params,num_params,train_time_sec,feature_dim,seed,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_inference_time_sec,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_inference_time_sec,support_ratio
LinearSVM,"{""type"": ""linear"", ""C"": 1.0}",303.0,0.1179001331329345,303,2,0.7777777777777778,0.775,0.775,0.775,0.95,0.0002200603485107,0.65,0.6041666666666667,0.6333333333333333,0.6011396011396011,0.8533333333333333,9.965896606445312e-05,0.2
RBFSVM,"{""type"": ""rbf"", ""C"": 1.0, ""gamma"": ""scale""}",,0.0125038623809814,303,2,0.5,0.4333333333333333,0.4625,0.4109090909090909,0.8,0.0007050037384033,0.85,0.7976190476190477,0.8333333333333334,0.8119122257053292,0.96,0.0009448528289794,0.2
RBFSVM,"{""type"": ""rbf"", ""C"": 5.0, ""gamma"": ""scale""}",,0.0092909336090087,303,2,0.6111111111111112,0.6076923076923078,0.5875,0.5785953177257526,0.8,0.0004501342773437,0.85,0.7976190476190477,0.8333333333333334,0.8119122257053292,0.96,0.0003938674926757,0.2
RandomForest,"{""n_estimators"": 100, ""max_depth"": null}",,0.0961279869079589,177,2,0.8333333333333334,0.8376623376623377,0.825,0.8285714285714285,0.8875,0.0152168273925781,0.65,0.6041666666666667,0.6333333333333333,0.6011396011396011,0.8,0.0146331787109375,0.3
RandomForest,"{""n_estimators"": 200, ""max_depth"": null}",,0.1915788650512695,177,2,0.8333333333333334,0.8376623376623377,0.825,0.8285714285714285,0.88125,0.0142099857330322,0.6,0.5274725274725275,0.5333333333333333,0.5238095238095238,0.8,0.0146408081054687,0.3
RandomForest,"{""n_estimators"": 100, ""max_depth"": 10}",,0.1019937992095947,177,2,0.8333333333333334,0.8376623376623377,0.825,0.8285714285714285,0.8875,0.0132627487182617,0.6,0.5274725274725275,0.5333333333333333,0.5238095238095238,0.8,0.0135111808776855,0.3
RandomForest,"{""n_estimators"": 200, ""max_depth"": 20}",,0.1926231384277343,177,2,0.8333333333333334,0.8376623376623377,0.825,0.8285714285714285,0.88125,0.0290188789367675,0.6,0.5274725274725275,0.5333333333333333,0.5238095238095238,0.8,0.0275068283081054,0.3
LinearSVM,"{""type"": ""linear"", ""C"": 0.1}",177.0,0.1135318279266357,177,2,0.7777777777777778,0.7916666666666667,0.7625,0.7662337662337663,0.9,0.0001800060272216,0.85,0.8125,0.9,0.829059829059829,0.92,8.106231689453125e-05,0.3
LinearSVM,"{""type"": ""linear"", ""C"": 1.0}",177.0,0.1051881313323974,177,2,0.7222222222222222,0.7207792207792207,0.7125,0.7142857142857142,0.8500000000000001,0.0001852512359619,0.8,0.7472527472527473,0.8,0.7619047619047619,0.9066666666666668,8.797645568847656e-05,0.3
RBFSVM,"{""type"": ""rbf"", ""C"": 1.0, ""gamma"": ""scale""}",,0.0072858333587646,177,2,0.5,0.4333333333333333,0.4625,0.4109090909090909,0.8,0.0004281997680664,0.85,0.7976190476190477,0.8333333333333334,0.8119122257053292,0.96,0.0003628730773925,0.3
RBFSVM,"{""type"": ""rbf"", ""C"": 5.0, ""gamma"": ""scale""}",,0.0065009593963623,177,2,0.6111111111111112,0.6076923076923078,0.5875,0.5785953177257526,0.8,0.0004370212554931,0.85,0.7976190476190477,0.8333333333333334,0.8119122257053292,0.96,0.0003008842468261,0.3
RandomForest,"{""n_estimators"": 100, ""max_depth"": null}",,0.0963301658630371,100,2,0.6666666666666666,0.6666666666666666,0.65,0.6493506493506493,0.79375,0.0142328739166259,0.6,0.5274725274725275,0.5333333333333333,0.5238095238095238,0.8,0.0147759914398193,0.4
RandomForest,"{""n_estimators"": 200, ""max_depth"": null}",,0.1827099323272705,100,2,0.7222222222222222,0.7207792207792207,0.7125,0.7142857142857142,0.78125,0.0143861770629882,0.6,0.5274725274725275,0.5333333333333333,0.5238095238095238,0.7866666666666666,0.0144078731536865,0.4
RandomForest,"{""n_estimators"": 100, ""max_depth"": 10}",,0.0948271751403808,100,2,0.6666666666666666,0.6666666666666666,0.65,0.6493506493506493,0.79375,0.0144329071044921,0.6,0.5274725274725275,0.5333333333333333,0.5238095238095238,0.7866666666666666,0.012516975402832,0.4
RandomForest,"{""n_estimators"": 200, ""max_depth"": 20}",,0.1917178630828857,100,2,0.7222222222222222,0.7207792207792207,0.7125,0.7142857142857142,0.78125,0.0256750583648681,0.6,0.5274725274725275,0.5333333333333333,0.5238095238095238,0.7866666666666666,0.0273740291595459,0.4
LinearSVM,"{""type"": ""linear"", ""C"": 0.1}",100.0,0.1160767078399658,100,2,0.6111111111111112,0.6038961038961039,0.6,0.6,0.7,0.0002093315124511,0.7,0.6373626373626373,0.6666666666666666,0.6428571428571428,0.84,0.0002250671386718,0.4
LinearSVM,"{""type"": ""linear"", ""C"": 1.0}",100.0,0.1078367233276367,100,2,0.6111111111111112,0.6038961038961039,0.6,0.6,0.7625,0.0001888275146484,0.75,0.6785714285714286,0.7,0.6865203761755485,0.76,8.392333984375e-05,0.4
RBFSVM,"{""type"": ""rbf"", ""C"": 1.0, ""gamma"": ""scale""}",,0.0050837993621826,100,2,0.5555555555555556,0.5357142857142857,0.525,0.5,0.775,0.0003671646118164,0.85,0.7976190476190477,0.8333333333333334,0.8119122257053292,0.8933333333333333,0.0003588199615478,0.4
